row_num,file,column,issue,dimension,example
36,customers.csv,phone,Invalid phone number,Validity,
37,customers.csv,phone,Invalid phone number,Validity,
38,customers.csv,phone,Invalid phone number,Validity,9318635330.0
39,customers.csv,phone,Invalid phone number,Validity,1545204463.0
40,customers.csv,phone,Invalid phone number,Validity,4635522470.0
41,customers.csv,phone,Invalid phone number,Validity,5927903769.0
42,customers.csv,phone,Invalid phone number,Validity,2825291345.0
43,customers.csv,phone,Invalid phone number,Validity,9524381849.0
44,customers.csv,phone,Invalid phone number,Validity,7937058581.0
45,customers.csv,phone,Invalid phone number,Validity,8544014031.0
46,customers.csv,phone,Invalid phone number,Validity,7267257133.0
47,customers.csv,phone,Invalid phone number,Validity,2868207632.0
48,customers.csv,phone,Invalid phone number,Validity,9595201998.0
49,customers.csv,phone,Invalid phone number,Validity,5388267637.0
50,customers.csv,phone,Invalid phone number,Validity,1428873001.0
51,customers.csv,phone,Invalid phone number,Validity,7266798642.0
52,customers.csv,phone,Invalid phone number,Validity,9954968366.0
53,customers.csv,phone,Invalid phone number,Validity,3531059459.0
54,customers.csv,phone,Invalid phone number,Validity,
55,customers.csv,phone,Invalid phone number,Validity,1622064352.0
56,customers.csv,phone,Invalid phone number,Validity,6775002086.0
57,customers.csv,phone,Invalid phone number,Validity,
58,customers.csv,phone,Invalid phone number,Validity,9814128595.0
59,customers.csv,phone,Invalid phone number,Validity,9077445586.0
60,customers.csv,phone,Invalid phone number,Validity,1811704331.0
61,customers.csv,phone,Invalid phone number,Validity,7507159498.0
62,customers.csv,phone,Invalid phone number,Validity,
63,customers.csv,phone,Invalid phone number,Validity,3599920594.0
64,customers.csv,phone,Invalid phone number,Validity,4682565667.0
65,customers.csv,phone,Invalid phone number,Validity,7180853488.0
66,customers.csv,phone,Invalid phone number,Validity,5313865426.0
67,customers.csv,phone,Invalid phone number,Validity,3336847076.0
68,customers.csv,phone,Invalid phone number,Validity,9393026977.0
69,customers.csv,phone,Invalid phone number,Validity,
70,customers.csv,phone,Invalid phone number,Validity,7630824242.0
71,customers.csv,phone,Invalid phone number,Validity,1875768798.0
72,customers.csv,phone,Invalid phone number,Validity,
73,customers.csv,phone,Invalid phone number,Validity,5184850179.0
74,customers.csv,phone,Invalid phone number,Validity,9523843366.0
75,customers.csv,phone,Invalid phone number,Validity,7572969385.0
76,customers.csv,phone,Invalid phone number,Validity,539630138.0
77,customers.csv,phone,Invalid phone number,Validity,5683535029.0
78,customers.csv,phone,Invalid phone number,Validity,3854867646.0
79,customers.csv,phone,Invalid phone number,Validity,1164738979.0
80,customers.csv,phone,Invalid phone number,Validity,8450914485.0
81,customers.csv,phone,Invalid phone number,Validity,3266652285.0
82,customers.csv,phone,Invalid phone number,Validity,1867311579.0
83,customers.csv,phone,Invalid phone number,Validity,8518723523.0
84,customers.csv,phone,Invalid phone number,Validity,4444809181.0
85,customers.csv,phone,Invalid phone number,Validity,7556575184.0
86,customers.csv,phone,Invalid phone number,Validity,2476499327.0
87,customers.csv,phone,Invalid phone number,Validity,6719348111.0
88,customers.csv,phone,Invalid phone number,Validity,6844763752.0
89,customers.csv,phone,Invalid phone number,Validity,8392230504.0
90,customers.csv,phone,Invalid phone number,Validity,6034014790.0
91,customers.csv,phone,Invalid phone number,Validity,
92,customers.csv,phone,Invalid phone number,Validity,5458093860.0
93,customers.csv,phone,Invalid phone number,Validity,761745282.0
94,customers.csv,phone,Invalid phone number,Validity,9099193211.0
95,customers.csv,phone,Invalid phone number,Validity,6369971311.0
96,customers.csv,phone,Invalid phone number,Validity,3239917700.0
97,customers.csv,phone,Invalid phone number,Validity,8030424500.0
98,customers.csv,phone,Invalid phone number,Validity,8606672201.0
99,customers.csv,phone,Invalid phone number,Validity,8452758312.0
100,customers.csv,phone,Invalid phone number,Validity,6354531628.0
101,customers.csv,phone,Invalid phone number,Validity,8235488538.0
102,customers.csv,phone,Invalid phone number,Validity,
103,customers.csv,phone,Invalid phone number,Validity,1495095110.0
104,customers.csv,phone,Invalid phone number,Validity,4377029134.0
105,customers.csv,phone,Invalid phone number,Validity,
106,customers.csv,phone,Invalid phone number,Validity,3376810999.0
107,customers.csv,phone,Invalid phone number,Validity,4171395602.0
108,customers.csv,phone,Invalid phone number,Validity,1059783400.0
109,customers.csv,phone,Invalid phone number,Validity,
110,customers.csv,phone,Invalid phone number,Validity,2593247184.0
111,customers.csv,phone,Invalid phone number,Validity,4776684136.0
112,customers.csv,phone,Invalid phone number,Validity,
113,customers.csv,phone,Invalid phone number,Validity,2602300327.0
114,customers.csv,phone,Invalid phone number,Validity,1398021812.0
115,customers.csv,phone,Invalid phone number,Validity,9181084668.0
116,customers.csv,phone,Invalid phone number,Validity,8563363738.0
117,customers.csv,phone,Invalid phone number,Validity,6860470868.0
118,customers.csv,phone,Invalid phone number,Validity,5536881583.0
119,customers.csv,phone,Invalid phone number,Validity,3839317639.0
120,customers.csv,phone,Invalid phone number,Validity,
121,customers.csv,phone,Invalid phone number,Validity,8285025223.0
122,customers.csv,phone,Invalid phone number,Validity,8078047742.0
123,customers.csv,phone,Invalid phone number,Validity,23091286.0
124,customers.csv,phone,Invalid phone number,Validity,928260990.0
125,customers.csv,phone,Invalid phone number,Validity,4556502928.0
126,customers.csv,phone,Invalid phone number,Validity,6156863473.0
127,customers.csv,phone,Invalid phone number,Validity,6478817991.0
128,customers.csv,phone,Invalid phone number,Validity,6257818001.0
129,customers.csv,phone,Invalid phone number,Validity,6771905296.0
130,customers.csv,phone,Invalid phone number,Validity,5719117247.0
131,customers.csv,phone,Invalid phone number,Validity,1533107405.0
132,customers.csv,phone,Invalid phone number,Validity,7933138155.0
133,customers.csv,phone,Invalid phone number,Validity,5443956659.0
134,customers.csv,phone,Invalid phone number,Validity,7328344068.0
135,customers.csv,phone,Invalid phone number,Validity,1092795506.0
136,customers.csv,phone,Invalid phone number,Validity,9567172180.0
137,customers.csv,phone,Invalid phone number,Validity,7065819383.0
138,customers.csv,phone,Invalid phone number,Validity,2408904825.0
139,customers.csv,phone,Invalid phone number,Validity,3494348407.0
140,customers.csv,phone,Invalid phone number,Validity,7467469067.0
141,customers.csv,phone,Invalid phone number,Validity,
142,customers.csv,phone,Invalid phone number,Validity,8618075189.0
143,customers.csv,phone,Invalid phone number,Validity,2126056654.0
144,customers.csv,phone,Invalid phone number,Validity,1518443669.0
145,customers.csv,phone,Invalid phone number,Validity,6153416916.0
146,customers.csv,phone,Invalid phone number,Validity,7061400136.0
147,customers.csv,phone,Invalid phone number,Validity,4047395252.0
148,customers.csv,phone,Invalid phone number,Validity,5721392412.0
149,customers.csv,phone,Invalid phone number,Validity,6041317241.0
150,customers.csv,phone,Invalid phone number,Validity,7643395737.0
151,customers.csv,phone,Invalid phone number,Validity,3002783719.0
152,customers.csv,phone,Invalid phone number,Validity,4751064050.0
153,customers.csv,phone,Invalid phone number,Validity,2782815094.0
154,customers.csv,phone,Invalid phone number,Validity,6561484915.0
155,customers.csv,phone,Invalid phone number,Validity,546404898.0
156,customers.csv,phone,Invalid phone number,Validity,7507875603.0
157,customers.csv,phone,Invalid phone number,Validity,3272448030.0
158,customers.csv,phone,Invalid phone number,Validity,
159,customers.csv,phone,Invalid phone number,Validity,7215746261.0
160,customers.csv,phone,Invalid phone number,Validity,3912455390.0
161,customers.csv,phone,Invalid phone number,Validity,2651768975.0
162,customers.csv,phone,Invalid phone number,Validity,
163,customers.csv,phone,Invalid phone number,Validity,9674344550.0
164,customers.csv,phone,Invalid phone number,Validity,9409020396.0
165,customers.csv,phone,Invalid phone number,Validity,2492221864.0
166,customers.csv,phone,Invalid phone number,Validity,7565145659.0
167,customers.csv,phone,Invalid phone number,Validity,1933492581.0
168,customers.csv,phone,Invalid phone number,Validity,5879176924.0
169,customers.csv,phone,Invalid phone number,Validity,4427264902.0
170,customers.csv,phone,Invalid phone number,Validity,5836440087.0
171,customers.csv,phone,Invalid phone number,Validity,9231309036.0
172,customers.csv,phone,Invalid phone number,Validity,5181349734.0
173,customers.csv,phone,Invalid phone number,Validity,9184462888.0
174,customers.csv,phone,Invalid phone number,Validity,1021547537.0
175,customers.csv,phone,Invalid phone number,Validity,2583895890.0
176,customers.csv,phone,Invalid phone number,Validity,963071565.0
177,customers.csv,phone,Invalid phone number,Validity,5473404015.0
178,customers.csv,phone,Invalid phone number,Validity,8892133398.0
179,customers.csv,phone,Invalid phone number,Validity,
180,customers.csv,phone,Invalid phone number,Validity,
181,customers.csv,phone,Invalid phone number,Validity,4709746923.0
182,customers.csv,phone,Invalid phone number,Validity,1190890071.0
183,customers.csv,phone,Invalid phone number,Validity,3577705588.0
184,customers.csv,phone,Invalid phone number,Validity,7939015890.0
185,customers.csv,phone,Invalid phone number,Validity,3558043989.0
186,customers.csv,phone,Invalid phone number,Validity,6874759093.0
187,customers.csv,phone,Invalid phone number,Validity,132093548.0
188,customers.csv,phone,Invalid phone number,Validity,137229332.0
189,customers.csv,phone,Invalid phone number,Validity,8409193699.0
190,customers.csv,phone,Invalid phone number,Validity,364901833.0
191,customers.csv,phone,Invalid phone number,Validity,7275393816.0
192,customers.csv,phone,Invalid phone number,Validity,7894222974.0
193,customers.csv,phone,Invalid phone number,Validity,6477456156.0
194,customers.csv,phone,Invalid phone number,Validity,4355192931.0
195,customers.csv,phone,Invalid phone number,Validity,6271516308.0
196,customers.csv,phone,Invalid phone number,Validity,5032174730.0
197,customers.csv,phone,Invalid phone number,Validity,448163085.0
198,customers.csv,phone,Invalid phone number,Validity,2760178060.0
199,customers.csv,phone,Invalid phone number,Validity,4706939970.0
200,customers.csv,phone,Invalid phone number,Validity,5443956659.0
201,customers.csv,phone,Invalid phone number,Validity,7467469067.0
202,customers.csv,phone,Invalid phone number,Validity,8235488538.0
203,customers.csv,phone,Invalid phone number,Validity,6771905296.0
204,customers.csv,phone,Invalid phone number,Validity,6369971311.0
205,customers.csv,phone,Invalid phone number,Validity,
206,customers.csv,phone,Invalid phone number,Validity,9524381849.0
207,customers.csv,phone,Invalid phone number,Validity,539630138.0
208,customers.csv,phone,Invalid phone number,Validity,6184004342.0
209,customers.csv,phone,Invalid phone number,Validity,1933492581.0
8,products.csv,price,Invalid or negative price,Validity,-50
19,products.csv,price,Invalid or negative price,Validity,abc
23,products.csv,price,Invalid or negative price,Validity,abc
24,products.csv,price,Invalid or negative price,Validity,-50
26,products.csv,price,Invalid or negative price,Validity,
30,products.csv,price,Invalid or negative price,Validity,
33,products.csv,price,Invalid or negative price,Validity,-50
40,products.csv,price,Invalid or negative price,Validity,abc
45,products.csv,price,Invalid or negative price,Validity,
51,products.csv,price,Invalid or negative price,Validity,abc
53,products.csv,price,Invalid or negative price,Validity,abc
72,products.csv,price,Invalid or negative price,Validity,abc
87,products.csv,price,Invalid or negative price,Validity,abc
90,products.csv,price,Invalid or negative price,Validity,
91,products.csv,price,Invalid or negative price,Validity,
93,products.csv,price,Invalid or negative price,Validity,abc
97,products.csv,price,Invalid or negative price,Validity,-50
2,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
11,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
17,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
18,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
20,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
24,orders.csv,total_amount,Invalid or negative total_amount,Validity,-250
49,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
58,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
60,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
78,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
85,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
92,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
144,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
146,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
158,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
199,orders.csv,total_amount,Invalid or negative total_amount,Validity,-50
212,orders.csv,total_amount,Invalid or negative total_amount,Validity,-250
228,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
238,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
247,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
262,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
277,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
296,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
320,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
321,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
333,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
335,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
350,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
357,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
365,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
366,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
372,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
374,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
375,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
383,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
389,orders.csv,total_amount,Invalid or negative total_amount,Validity,-50
416,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
431,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
453,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
459,orders.csv,total_amount,Invalid or negative total_amount,Validity,-50
464,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
481,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
485,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
490,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
493,orders.csv,total_amount,Invalid or negative total_amount,Validity,-150
498,orders.csv,total_amount,Invalid or negative total_amount,Validity,-250
499,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
504,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
513,orders.csv,total_amount,Invalid or negative total_amount,Validity,-250
523,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
545,orders.csv,total_amount,Invalid or negative total_amount,Validity,-50
555,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
566,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
567,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
576,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
579,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
580,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
587,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
594,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
600,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
621,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
638,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
640,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
678,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
696,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
699,orders.csv,total_amount,Invalid or negative total_amount,Validity,-50
708,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
711,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
718,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
728,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
772,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
777,orders.csv,total_amount,Invalid or negative total_amount,Validity,-50
778,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
796,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
815,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
816,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
829,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
830,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
850,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
858,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
871,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
873,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
882,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
917,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
919,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
922,orders.csv,total_amount,Invalid or negative total_amount,Validity,-150
945,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
954,orders.csv,total_amount,Invalid or negative total_amount,Validity,-100
958,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
974,orders.csv,total_amount,Invalid or negative total_amount,Validity,-200
997,orders.csv,total_amount,Invalid or negative total_amount,Validity,-150
999,orders.csv,total_amount,Invalid or negative total_amount,Validity,abc
1,products.csv,sku,Duplicate SKU,Uniqueness,P102
21,products.csv,sku,Duplicate SKU,Uniqueness,P122
67,products.csv,sku,Duplicate SKU,Uniqueness,P168
81,products.csv,sku,Duplicate SKU,Uniqueness,P182
95,products.csv,sku,Duplicate SKU,Uniqueness,P196
100,products.csv,sku,Duplicate SKU,Uniqueness,P196
101,products.csv,sku,Duplicate SKU,Uniqueness,P168
102,products.csv,sku,Duplicate SKU,Uniqueness,P102
103,products.csv,sku,Duplicate SKU,Uniqueness,P122
104,products.csv,sku,Duplicate SKU,Uniqueness,P182
5,customers.csv,email,Duplicate email,Uniqueness,karen@invalid
12,customers.csv,email,Duplicate email,Uniqueness,tiffany@gmail.com
16,customers.csv,email,Duplicate email,Uniqueness,
17,customers.csv,email,Duplicate email,Uniqueness,karen@invalid
22,customers.csv,email,Duplicate email,Uniqueness,karen@invalid
23,customers.csv,email,Duplicate email,Uniqueness,jose@yahoo.com
26,customers.csv,email,Duplicate email,Uniqueness,
34,customers.csv,email,Duplicate email,Uniqueness,james@gmail.com
37,customers.csv,email,Duplicate email,Uniqueness,
39,customers.csv,email,Duplicate email,Uniqueness,
40,customers.csv,email,Duplicate email,Uniqueness,courtney@hotmail.com
41,customers.csv,email,Duplicate email,Uniqueness,
43,customers.csv,email,Duplicate email,Uniqueness,
47,customers.csv,email,Duplicate email,Uniqueness,
49,customers.csv,email,Duplicate email,Uniqueness,
55,customers.csv,email,Duplicate email,Uniqueness,david@hotmail.com
60,customers.csv,email,Duplicate email,Uniqueness,courtney@hotmail.com
61,customers.csv,email,Duplicate email,Uniqueness,william@yahoo.com
62,customers.csv,email,Duplicate email,Uniqueness,
66,customers.csv,email,Duplicate email,Uniqueness,
67,customers.csv,email,Duplicate email,Uniqueness,nathan@gmail.com
68,customers.csv,email,Duplicate email,Uniqueness,
70,customers.csv,email,Duplicate email,Uniqueness,andrew@yahoo.com
73,customers.csv,email,Duplicate email,Uniqueness,david@hotmail.com
76,customers.csv,email,Duplicate email,Uniqueness,olivia@gmail.com
79,customers.csv,email,Duplicate email,Uniqueness,michael@gmail.com
83,customers.csv,email,Duplicate email,Uniqueness,
85,customers.csv,email,Duplicate email,Uniqueness,
88,customers.csv,email,Duplicate email,Uniqueness,jennifer@gmail.com
89,customers.csv,email,Duplicate email,Uniqueness,
92,customers.csv,email,Duplicate email,Uniqueness,lisa@yahoo.com
93,customers.csv,email,Duplicate email,Uniqueness,
95,customers.csv,email,Duplicate email,Uniqueness,melissa@yahoo.com
97,customers.csv,email,Duplicate email,Uniqueness,william@yahoo.com
99,customers.csv,email,Duplicate email,Uniqueness,tiffany@gmail.com
101,customers.csv,email,Duplicate email,Uniqueness,jacqueline@hotmail.com
102,customers.csv,email,Duplicate email,Uniqueness,
106,customers.csv,email,Duplicate email,Uniqueness,michael@gmail.com
108,customers.csv,email,Duplicate email,Uniqueness,
111,customers.csv,email,Duplicate email,Uniqueness,nathan@gmail.com
115,customers.csv,email,Duplicate email,Uniqueness,daniel@gmail.com
120,customers.csv,email,Duplicate email,Uniqueness,james@gmail.com
121,customers.csv,email,Duplicate email,Uniqueness,daniel@gmail.com
122,customers.csv,email,Duplicate email,Uniqueness,michael@gmail.com
123,customers.csv,email,Duplicate email,Uniqueness,
125,customers.csv,email,Duplicate email,Uniqueness,
126,customers.csv,email,Duplicate email,Uniqueness,andrew@yahoo.com
129,customers.csv,email,Duplicate email,Uniqueness,brandon@invalid
